id,mask,img,coverage,coverage_strata
e2ba31c4a5,./drive/My Drive/tgs/train/masks/e2ba31c4a5.png,./drive/My Drive/tgs/train/images/e2ba31c4a5.png,0.0,0
e2d3957c95,./drive/My Drive/tgs/train/masks/e2d3957c95.png,./drive/My Drive/tgs/train/images/e2d3957c95.png,0.8012939907852171,8
e2dd6ebd6b,./drive/My Drive/tgs/train/masks/e2dd6ebd6b.png,./drive/My Drive/tgs/train/images/e2dd6ebd6b.png,0.1177335555337712,1
e340e7bfca,./drive/My Drive/tgs/train/masks/e340e7bfca.png,./drive/My Drive/tgs/train/images/e340e7bfca.png,0.0,0
e353ae4dd5,./drive/My Drive/tgs/train/masks/e353ae4dd5.png,./drive/My Drive/tgs/train/images/e353ae4dd5.png,0.00656798353102637,0
e358121d19,./drive/My Drive/tgs/train/masks/e358121d19.png,./drive/My Drive/tgs/train/images/e358121d19.png,0.43054602489951965,4
e337021e6a,./drive/My Drive/tgs/train/masks/e337021e6a.png,./drive/My Drive/tgs/train/images/e337021e6a.png,0.0,0
e2f397d206,./drive/My Drive/tgs/train/masks/e2f397d206.png,./drive/My Drive/tgs/train/images/e2f397d206.png,0.1609646113126164,1
e2e4fcf83e,./drive/My Drive/tgs/train/masks/e2e4fcf83e.png,./drive/My Drive/tgs/train/images/e2e4fcf83e.png,0.2083129104989707,2
e3349e2125,./drive/My Drive/tgs/train/masks/e3349e2125.png,./drive/My Drive/tgs/train/images/e3349e2125.png,0.006273894716204293,0
e335542c17,./drive/My Drive/tgs/train/masks/e335542c17.png,./drive/My Drive/tgs/train/images/e335542c17.png,0.8514851485148515,8
e34c1220b1,./drive/My Drive/tgs/train/masks/e34c1220b1.png,./drive/My Drive/tgs/train/images/e34c1220b1.png,0.9948044309381433,9
e360f895de,./drive/My Drive/tgs/train/masks/e360f895de.png,./drive/My Drive/tgs/train/images/e360f895de.png,0.0,0
e366f9d62b,./drive/My Drive/tgs/train/masks/e366f9d62b.png,./drive/My Drive/tgs/train/images/e366f9d62b.png,0.7712969316733653,7
e3755d5769,./drive/My Drive/tgs/train/masks/e3755d5769.png,./drive/My Drive/tgs/train/images/e3755d5769.png,0.0,0
e37b8208fa,./drive/My Drive/tgs/train/masks/e37b8208fa.png,./drive/My Drive/tgs/train/images/e37b8208fa.png,0.36486618958925593,3
e39ded223d,./drive/My Drive/tgs/train/masks/e39ded223d.png,./drive/My Drive/tgs/train/images/e39ded223d.png,0.4748554063327125,4
e37a3da5b2,./drive/My Drive/tgs/train/masks/e37a3da5b2.png,./drive/My Drive/tgs/train/images/e37a3da5b2.png,0.0,0
e39f959114,./drive/My Drive/tgs/train/masks/e39f959114.png,./drive/My Drive/tgs/train/images/e39f959114.png,0.0,0
e41a05735d,./drive/My Drive/tgs/train/masks/e41a05735d.png,./drive/My Drive/tgs/train/images/e41a05735d.png,0.0,0
e437c3912d,./drive/My Drive/tgs/train/masks/e437c3912d.png,./drive/My Drive/tgs/train/images/e437c3912d.png,0.5869032447799235,5
e446b0b4b6,./drive/My Drive/tgs/train/masks/e446b0b4b6.png,./drive/My Drive/tgs/train/images/e446b0b4b6.png,0.12939907852171356,1
e3e1afe993,./drive/My Drive/tgs/train/masks/e3e1afe993.png,./drive/My Drive/tgs/train/images/e3e1afe993.png,0.5082835016174885,5
e3e92cc747,./drive/My Drive/tgs/train/masks/e3e92cc747.png,./drive/My Drive/tgs/train/images/e3e92cc747.png,0.0,0
e4159ed1de,./drive/My Drive/tgs/train/masks/e4159ed1de.png,./drive/My Drive/tgs/train/images/e4159ed1de.png,0.004999509851975297,0
e3cded005d,./drive/My Drive/tgs/train/masks/e3cded005d.png,./drive/My Drive/tgs/train/images/e3cded005d.png,0.8225664150573473,8
e3b1b48b5a,./drive/My Drive/tgs/train/masks/e3b1b48b5a.png,./drive/My Drive/tgs/train/images/e3b1b48b5a.png,0.0,0
e44dcaeb74,./drive/My Drive/tgs/train/masks/e44dcaeb74.png,./drive/My Drive/tgs/train/images/e44dcaeb74.png,0.0632290951867464,0
e476b868ef,./drive/My Drive/tgs/train/masks/e476b868ef.png,./drive/My Drive/tgs/train/images/e476b868ef.png,0.15027938437408098,1
e45c509f80,./drive/My Drive/tgs/train/masks/e45c509f80.png,./drive/My Drive/tgs/train/images/e45c509f80.png,0.6735614155474954,6
e4be64c1fb,./drive/My Drive/tgs/train/masks/e4be64c1fb.png,./drive/My Drive/tgs/train/images/e4be64c1fb.png,0.17027742378198216,1
e4d2bf6036,./drive/My Drive/tgs/train/masks/e4d2bf6036.png,./drive/My Drive/tgs/train/images/e4d2bf6036.png,0.0,0
e4d9d1178c,./drive/My Drive/tgs/train/masks/e4d9d1178c.png,./drive/My Drive/tgs/train/images/e4d9d1178c.png,0.0,0
e4c8dc59fa,./drive/My Drive/tgs/train/masks/e4c8dc59fa.png,./drive/My Drive/tgs/train/images/e4c8dc59fa.png,0.0,0
e51599adb5,./drive/My Drive/tgs/train/masks/e51599adb5.png,./drive/My Drive/tgs/train/images/e51599adb5.png,0.0,0
e5a22d144d,./drive/My Drive/tgs/train/masks/e5a22d144d.png,./drive/My Drive/tgs/train/images/e5a22d144d.png,0.0,0
e5a6b92463,./drive/My Drive/tgs/train/masks/e5a6b92463.png,./drive/My Drive/tgs/train/images/e5a6b92463.png,0.4643662386040584,4
e5a8368ee6,./drive/My Drive/tgs/train/masks/e5a8368ee6.png,./drive/My Drive/tgs/train/images/e5a8368ee6.png,0.0,0
e560423302,./drive/My Drive/tgs/train/masks/e560423302.png,./drive/My Drive/tgs/train/images/e560423302.png,0.38221742966375843,3
e51e614146,./drive/My Drive/tgs/train/masks/e51e614146.png,./drive/My Drive/tgs/train/images/e51e614146.png,0.12979119694147634,1
e53c2e8771,./drive/My Drive/tgs/train/masks/e53c2e8771.png,./drive/My Drive/tgs/train/images/e53c2e8771.png,0.9765709244191746,9
e54c815e85,./drive/My Drive/tgs/train/masks/e54c815e85.png,./drive/My Drive/tgs/train/images/e54c815e85.png,0.0,0
e51bea30d0,./drive/My Drive/tgs/train/masks/e51bea30d0.png,./drive/My Drive/tgs/train/images/e51bea30d0.png,0.3469267718851093,3
e5c26c8634,./drive/My Drive/tgs/train/masks/e5c26c8634.png,./drive/My Drive/tgs/train/images/e5c26c8634.png,0.0,0
e5b47aa145,./drive/My Drive/tgs/train/masks/e5b47aa145.png,./drive/My Drive/tgs/train/images/e5b47aa145.png,0.0,0
e5df7166bc,./drive/My Drive/tgs/train/masks/e5df7166bc.png,./drive/My Drive/tgs/train/images/e5df7166bc.png,0.018135476914028035,0
e61d42e6cf,./drive/My Drive/tgs/train/masks/e61d42e6cf.png,./drive/My Drive/tgs/train/images/e61d42e6cf.png,0.9733359474561317,9
e69330b40a,./drive/My Drive/tgs/train/masks/e69330b40a.png,./drive/My Drive/tgs/train/images/e69330b40a.png,0.8358984413292815,8
e683e8ae69,./drive/My Drive/tgs/train/masks/e683e8ae69.png,./drive/My Drive/tgs/train/images/e683e8ae69.png,0.0,0
e6ab700d15,./drive/My Drive/tgs/train/masks/e6ab700d15.png,./drive/My Drive/tgs/train/images/e6ab700d15.png,0.0,0
e6a78e36b5,./drive/My Drive/tgs/train/masks/e6a78e36b5.png,./drive/My Drive/tgs/train/images/e6a78e36b5.png,0.4512302715420057,4
e6ac2a35cd,./drive/My Drive/tgs/train/masks/e6ac2a35cd.png,./drive/My Drive/tgs/train/images/e6ac2a35cd.png,0.9656896382707578,9
e6674212ce,./drive/My Drive/tgs/train/masks/e6674212ce.png,./drive/My Drive/tgs/train/images/e6674212ce.png,0.0,0
e667f4d290,./drive/My Drive/tgs/train/masks/e667f4d290.png,./drive/My Drive/tgs/train/images/e667f4d290.png,0.0,0
e63196d890,./drive/My Drive/tgs/train/masks/e63196d890.png,./drive/My Drive/tgs/train/images/e63196d890.png,0.0,0
e642037975,./drive/My Drive/tgs/train/masks/e642037975.png,./drive/My Drive/tgs/train/images/e642037975.png,0.0,0
e639615636,./drive/My Drive/tgs/train/masks/e639615636.png,./drive/My Drive/tgs/train/images/e639615636.png,0.618272718360945,6
e6caf5eb81,./drive/My Drive/tgs/train/masks/e6caf5eb81.png,./drive/My Drive/tgs/train/images/e6caf5eb81.png,0.1128320752867366,1
e6e3e58c43,./drive/My Drive/tgs/train/masks/e6e3e58c43.png,./drive/My Drive/tgs/train/images/e6e3e58c43.png,0.7722772277227723,7
e73532b450,./drive/My Drive/tgs/train/masks/e73532b450.png,./drive/My Drive/tgs/train/images/e73532b450.png,0.0,0
e73ed6e7f2,./drive/My Drive/tgs/train/masks/e73ed6e7f2.png,./drive/My Drive/tgs/train/images/e73ed6e7f2.png,0.7722772277227723,7
e7442307b1,./drive/My Drive/tgs/train/masks/e7442307b1.png,./drive/My Drive/tgs/train/images/e7442307b1.png,0.12685030879325557,1
e6f86c83e2,./drive/My Drive/tgs/train/masks/e6f86c83e2.png,./drive/My Drive/tgs/train/images/e6f86c83e2.png,0.4583864327026762,4
e7e9165d9b,./drive/My Drive/tgs/train/masks/e7e9165d9b.png,./drive/My Drive/tgs/train/images/e7e9165d9b.png,0.0,0
e7a5e5e55f,./drive/My Drive/tgs/train/masks/e7a5e5e55f.png,./drive/My Drive/tgs/train/images/e7a5e5e55f.png,0.0,0
e7c55756c7,./drive/My Drive/tgs/train/masks/e7c55756c7.png,./drive/My Drive/tgs/train/images/e7c55756c7.png,0.0,0
e799fcac15,./drive/My Drive/tgs/train/masks/e799fcac15.png,./drive/My Drive/tgs/train/images/e799fcac15.png,0.17380648955984707,1
e7c54b5f4e,./drive/My Drive/tgs/train/masks/e7c54b5f4e.png,./drive/My Drive/tgs/train/images/e7c54b5f4e.png,0.6056268993235957,6
e7da2d7800,./drive/My Drive/tgs/train/masks/e7da2d7800.png,./drive/My Drive/tgs/train/images/e7da2d7800.png,0.0,0
e7ee2c6dce,./drive/My Drive/tgs/train/masks/e7ee2c6dce.png,./drive/My Drive/tgs/train/images/e7ee2c6dce.png,0.0,0
e7f0e30585,./drive/My Drive/tgs/train/masks/e7f0e30585.png,./drive/My Drive/tgs/train/images/e7f0e30585.png,0.0,0
e80ac14b0f,./drive/My Drive/tgs/train/masks/e80ac14b0f.png,./drive/My Drive/tgs/train/images/e80ac14b0f.png,0.0,0
e813f3d1bf,./drive/My Drive/tgs/train/masks/e813f3d1bf.png,./drive/My Drive/tgs/train/images/e813f3d1bf.png,0.06852269385354377,0
e82162c83c,./drive/My Drive/tgs/train/masks/e82162c83c.png,./drive/My Drive/tgs/train/images/e82162c83c.png,0.0,0
e7f63a219f,./drive/My Drive/tgs/train/masks/e7f63a219f.png,./drive/My Drive/tgs/train/images/e7f63a219f.png,0.241642976178806,2
e8757626a1,./drive/My Drive/tgs/train/masks/e8757626a1.png,./drive/My Drive/tgs/train/images/e8757626a1.png,0.0,0
e875c9a960,./drive/My Drive/tgs/train/masks/e875c9a960.png,./drive/My Drive/tgs/train/images/e875c9a960.png,0.8230565630820508,8
e82b7a2abb,./drive/My Drive/tgs/train/masks/e82b7a2abb.png,./drive/My Drive/tgs/train/images/e82b7a2abb.png,0.0,0
e86361f5d1,./drive/My Drive/tgs/train/masks/e86361f5d1.png,./drive/My Drive/tgs/train/images/e86361f5d1.png,0.8176649348103127,8
e865014246,./drive/My Drive/tgs/train/masks/e865014246.png,./drive/My Drive/tgs/train/images/e865014246.png,0.06832663464366238,0
e843caea8f,./drive/My Drive/tgs/train/masks/e843caea8f.png,./drive/My Drive/tgs/train/images/e843caea8f.png,0.5015194588765808,5
e82421363e,./drive/My Drive/tgs/train/masks/e82421363e.png,./drive/My Drive/tgs/train/images/e82421363e.png,0.0,0
e880e84886,./drive/My Drive/tgs/train/masks/e880e84886.png,./drive/My Drive/tgs/train/images/e880e84886.png,0.9307910989118714,9
e88b8de75c,./drive/My Drive/tgs/train/masks/e88b8de75c.png,./drive/My Drive/tgs/train/images/e88b8de75c.png,0.0,0
e8b730fe92,./drive/My Drive/tgs/train/masks/e8b730fe92.png,./drive/My Drive/tgs/train/images/e8b730fe92.png,0.045289677482599745,0
e8cf12563d,./drive/My Drive/tgs/train/masks/e8cf12563d.png,./drive/My Drive/tgs/train/images/e8cf12563d.png,0.743064405450446,7
e89272a29b,./drive/My Drive/tgs/train/masks/e89272a29b.png,./drive/My Drive/tgs/train/images/e89272a29b.png,0.8805019115772963,8
e8d6412ed8,./drive/My Drive/tgs/train/masks/e8d6412ed8.png,./drive/My Drive/tgs/train/images/e8d6412ed8.png,0.0,0
e8d8b35601,./drive/My Drive/tgs/train/masks/e8d8b35601.png,./drive/My Drive/tgs/train/images/e8d8b35601.png,0.4945593569257916,4
e93ddc6ba7,./drive/My Drive/tgs/train/masks/e93ddc6ba7.png,./drive/My Drive/tgs/train/images/e93ddc6ba7.png,0.0,0
e98557c9f3,./drive/My Drive/tgs/train/masks/e98557c9f3.png,./drive/My Drive/tgs/train/images/e98557c9f3.png,0.48485442603666307,4
e9909298a9,./drive/My Drive/tgs/train/masks/e9909298a9.png,./drive/My Drive/tgs/train/images/e9909298a9.png,0.9172630134300559,9
e929ca0e34,./drive/My Drive/tgs/train/masks/e929ca0e34.png,./drive/My Drive/tgs/train/images/e929ca0e34.png,0.0,0
e8f3e42b14,./drive/My Drive/tgs/train/masks/e8f3e42b14.png,./drive/My Drive/tgs/train/images/e8f3e42b14.png,0.18037447309087346,1
e927f91b12,./drive/My Drive/tgs/train/masks/e927f91b12.png,./drive/My Drive/tgs/train/images/e927f91b12.png,0.16655229879423586,1
e8e8b96a84,./drive/My Drive/tgs/train/masks/e8e8b96a84.png,./drive/My Drive/tgs/train/images/e8e8b96a84.png,0.0,0
e92f67b3c7,./drive/My Drive/tgs/train/masks/e92f67b3c7.png,./drive/My Drive/tgs/train/images/e92f67b3c7.png,0.40662680129399076,4
e96a030ded,./drive/My Drive/tgs/train/masks/e96a030ded.png,./drive/My Drive/tgs/train/images/e96a030ded.png,0.0,0
e9ce8188b9,./drive/My Drive/tgs/train/masks/e9ce8188b9.png,./drive/My Drive/tgs/train/images/e9ce8188b9.png,0.18027644348593275,1
e9d39cddd7,./drive/My Drive/tgs/train/masks/e9d39cddd7.png,./drive/My Drive/tgs/train/images/e9d39cddd7.png,0.5919027546318988,5
ea1270a8b2,./drive/My Drive/tgs/train/masks/ea1270a8b2.png,./drive/My Drive/tgs/train/images/ea1270a8b2.png,0.8285462209587295,8
ea1332b03d,./drive/My Drive/tgs/train/masks/ea1332b03d.png,./drive/My Drive/tgs/train/images/ea1332b03d.png,0.0,0
ea1a6e1b33,./drive/My Drive/tgs/train/masks/ea1a6e1b33.png,./drive/My Drive/tgs/train/images/ea1a6e1b33.png,0.32751691010685224,3
ea2d80c951,./drive/My Drive/tgs/train/masks/ea2d80c951.png,./drive/My Drive/tgs/train/images/ea2d80c951.png,0.0,0
e9f4d6f927,./drive/My Drive/tgs/train/masks/e9f4d6f927.png,./drive/My Drive/tgs/train/images/e9f4d6f927.png,0.9741201842956573,9
ea2f1fa62f,./drive/My Drive/tgs/train/masks/ea2f1fa62f.png,./drive/My Drive/tgs/train/images/ea2f1fa62f.png,0.3975100480345064,3
ea54256d21,./drive/My Drive/tgs/train/masks/ea54256d21.png,./drive/My Drive/tgs/train/images/ea54256d21.png,0.5721988040388197,5
ea3cdbd7cd,./drive/My Drive/tgs/train/masks/ea3cdbd7cd.png,./drive/My Drive/tgs/train/images/ea3cdbd7cd.png,0.10195078913831977,1
ea5dd02892,./drive/My Drive/tgs/train/masks/ea5dd02892.png,./drive/My Drive/tgs/train/images/ea5dd02892.png,0.3358494265268111,3
ea2fe8434f,./drive/My Drive/tgs/train/masks/ea2fe8434f.png,./drive/My Drive/tgs/train/images/ea2fe8434f.png,0.0,0
ea6f13458b,./drive/My Drive/tgs/train/masks/ea6f13458b.png,./drive/My Drive/tgs/train/images/ea6f13458b.png,0.13792765415155378,1
ea7425da00,./drive/My Drive/tgs/train/masks/ea7425da00.png,./drive/My Drive/tgs/train/images/ea7425da00.png,0.0,0
ea9dfe6f60,./drive/My Drive/tgs/train/masks/ea9dfe6f60.png,./drive/My Drive/tgs/train/images/ea9dfe6f60.png,0.10126458190373493,1
eabe9337a9,./drive/My Drive/tgs/train/masks/eabe9337a9.png,./drive/My Drive/tgs/train/images/eabe9337a9.png,0.9460837172826193,9
eabed5b2b4,./drive/My Drive/tgs/train/masks/eabed5b2b4.png,./drive/My Drive/tgs/train/images/eabed5b2b4.png,0.0,0
eab589e1f2,./drive/My Drive/tgs/train/masks/eab589e1f2.png,./drive/My Drive/tgs/train/images/eab589e1f2.png,0.0,0
eac3fb300e,./drive/My Drive/tgs/train/masks/eac3fb300e.png,./drive/My Drive/tgs/train/images/eac3fb300e.png,0.6245466130771493,6
eac822921e,./drive/My Drive/tgs/train/masks/eac822921e.png,./drive/My Drive/tgs/train/images/eac822921e.png,0.0,0
eaeb630ff4,./drive/My Drive/tgs/train/masks/eaeb630ff4.png,./drive/My Drive/tgs/train/images/eaeb630ff4.png,0.0,0
eb4fa16734,./drive/My Drive/tgs/train/masks/eb4fa16734.png,./drive/My Drive/tgs/train/images/eb4fa16734.png,0.0,0
eb84dfdf18,./drive/My Drive/tgs/train/masks/eb84dfdf18.png,./drive/My Drive/tgs/train/images/eb84dfdf18.png,0.0,0
eb5e2a6b3a,./drive/My Drive/tgs/train/masks/eb5e2a6b3a.png,./drive/My Drive/tgs/train/images/eb5e2a6b3a.png,0.0,0
eb91416afe,./drive/My Drive/tgs/train/masks/eb91416afe.png,./drive/My Drive/tgs/train/images/eb91416afe.png,0.246740515635722,2
eb3a40225e,./drive/My Drive/tgs/train/masks/eb3a40225e.png,./drive/My Drive/tgs/train/images/eb3a40225e.png,0.0,0
eaefc56247,./drive/My Drive/tgs/train/masks/eaefc56247.png,./drive/My Drive/tgs/train/images/eaefc56247.png,0.05911185177923733,0
eb4efc4c39,./drive/My Drive/tgs/train/masks/eb4efc4c39.png,./drive/My Drive/tgs/train/images/eb4efc4c39.png,0.0,0
eb38db5443,./drive/My Drive/tgs/train/masks/eb38db5443.png,./drive/My Drive/tgs/train/images/eb38db5443.png,0.05558278600137241,0
eb23ddad08,./drive/My Drive/tgs/train/masks/eb23ddad08.png,./drive/My Drive/tgs/train/images/eb23ddad08.png,0.6637584550534261,6
eb958a5cc8,./drive/My Drive/tgs/train/masks/eb958a5cc8.png,./drive/My Drive/tgs/train/images/eb958a5cc8.png,0.0,0
ebc46e6691,./drive/My Drive/tgs/train/masks/ebc46e6691.png,./drive/My Drive/tgs/train/images/ebc46e6691.png,0.0,0
ebacf0e713,./drive/My Drive/tgs/train/masks/ebacf0e713.png,./drive/My Drive/tgs/train/images/ebacf0e713.png,0.0,0
ebd623bfc6,./drive/My Drive/tgs/train/masks/ebd623bfc6.png,./drive/My Drive/tgs/train/images/ebd623bfc6.png,0.0,0
ebff5f719e,./drive/My Drive/tgs/train/masks/ebff5f719e.png,./drive/My Drive/tgs/train/images/ebff5f719e.png,0.34584844623076166,3
ec10996820,./drive/My Drive/tgs/train/masks/ec10996820.png,./drive/My Drive/tgs/train/images/ec10996820.png,0.46926771885109303,4
ebcd41b5f1,./drive/My Drive/tgs/train/masks/ebcd41b5f1.png,./drive/My Drive/tgs/train/images/ebcd41b5f1.png,0.2740907754141751,2
ebe64e1d15,./drive/My Drive/tgs/train/masks/ebe64e1d15.png,./drive/My Drive/tgs/train/images/ebe64e1d15.png,0.16263111459660817,1
ebe8198105,./drive/My Drive/tgs/train/masks/ebe8198105.png,./drive/My Drive/tgs/train/images/ebe8198105.png,0.3593765317125772,3
ebdbbb52b5,./drive/My Drive/tgs/train/masks/ebdbbb52b5.png,./drive/My Drive/tgs/train/images/ebdbbb52b5.png,0.0,0
ebf89446f2,./drive/My Drive/tgs/train/masks/ebf89446f2.png,./drive/My Drive/tgs/train/images/ebf89446f2.png,0.17527693363395747,1
ebdef67fa5,./drive/My Drive/tgs/train/masks/ebdef67fa5.png,./drive/My Drive/tgs/train/images/ebdef67fa5.png,0.011861582197823742,0
ec212b3d2d,./drive/My Drive/tgs/train/masks/ec212b3d2d.png,./drive/My Drive/tgs/train/images/ec212b3d2d.png,0.03362415449465739,0
ec2664c4cf,./drive/My Drive/tgs/train/masks/ec2664c4cf.png,./drive/My Drive/tgs/train/images/ec2664c4cf.png,0.0,0
ec3130dd0b,./drive/My Drive/tgs/train/masks/ec3130dd0b.png,./drive/My Drive/tgs/train/images/ec3130dd0b.png,0.18772669346142534,1
ec50263c20,./drive/My Drive/tgs/train/masks/ec50263c20.png,./drive/My Drive/tgs/train/images/ec50263c20.png,0.02166454269189295,0
ec406285e8,./drive/My Drive/tgs/train/masks/ec406285e8.png,./drive/My Drive/tgs/train/images/ec406285e8.png,0.01588079600039212,0
ec7522391d,./drive/My Drive/tgs/train/masks/ec7522391d.png,./drive/My Drive/tgs/train/images/ec7522391d.png,0.0,0
ec817961a2,./drive/My Drive/tgs/train/masks/ec817961a2.png,./drive/My Drive/tgs/train/images/ec817961a2.png,0.8285462209587295,8
ec5db065d9,./drive/My Drive/tgs/train/masks/ec5db065d9.png,./drive/My Drive/tgs/train/images/ec5db065d9.png,0.8110969512792864,8
ec61b48efb,./drive/My Drive/tgs/train/masks/ec61b48efb.png,./drive/My Drive/tgs/train/images/ec61b48efb.png,0.4461327320850897,4
ec5afeae66,./drive/My Drive/tgs/train/masks/ec5afeae66.png,./drive/My Drive/tgs/train/images/ec5afeae66.png,0.0,0
ec542d0719,./drive/My Drive/tgs/train/masks/ec542d0719.png,./drive/My Drive/tgs/train/images/ec542d0719.png,0.0,0
ec649a86b2,./drive/My Drive/tgs/train/masks/ec649a86b2.png,./drive/My Drive/tgs/train/images/ec649a86b2.png,0.47593373198706007,4
ec88937127,./drive/My Drive/tgs/train/masks/ec88937127.png,./drive/My Drive/tgs/train/images/ec88937127.png,0.0,0
ec857f4518,./drive/My Drive/tgs/train/masks/ec857f4518.png,./drive/My Drive/tgs/train/images/ec857f4518.png,0.0,0
ec9ba7900d,./drive/My Drive/tgs/train/masks/ec9ba7900d.png,./drive/My Drive/tgs/train/images/ec9ba7900d.png,0.3188903048720714,3
ecdd648857,./drive/My Drive/tgs/train/masks/ecdd648857.png,./drive/My Drive/tgs/train/images/ecdd648857.png,0.512890893049701,5
ed52743a1b,./drive/My Drive/tgs/train/masks/ed52743a1b.png,./drive/My Drive/tgs/train/images/ed52743a1b.png,0.0,0
ed66549524,./drive/My Drive/tgs/train/masks/ed66549524.png,./drive/My Drive/tgs/train/images/ed66549524.png,0.0,0
ed6f9dfa22,./drive/My Drive/tgs/train/masks/ed6f9dfa22.png,./drive/My Drive/tgs/train/images/ed6f9dfa22.png,0.009312812469365748,0
ed46821aa5,./drive/My Drive/tgs/train/masks/ed46821aa5.png,./drive/My Drive/tgs/train/images/ed46821aa5.png,0.0,0
ed2b73840d,./drive/My Drive/tgs/train/masks/ed2b73840d.png,./drive/My Drive/tgs/train/images/ed2b73840d.png,0.44828938339378493,4
ed24549a3f,./drive/My Drive/tgs/train/masks/ed24549a3f.png,./drive/My Drive/tgs/train/images/ed24549a3f.png,0.0,0
ed081aa065,./drive/My Drive/tgs/train/masks/ed081aa065.png,./drive/My Drive/tgs/train/images/ed081aa065.png,0.060974414273110476,0
ed20d93bfd,./drive/My Drive/tgs/train/masks/ed20d93bfd.png,./drive/My Drive/tgs/train/images/ed20d93bfd.png,0.0880305852367415,0
ed7251fc01,./drive/My Drive/tgs/train/masks/ed7251fc01.png,./drive/My Drive/tgs/train/images/ed7251fc01.png,0.21968434467209097,2
ed761ad8ef,./drive/My Drive/tgs/train/masks/ed761ad8ef.png,./drive/My Drive/tgs/train/images/ed761ad8ef.png,0.8989314773061464,8
ed60e1c64a,./drive/My Drive/tgs/train/masks/ed60e1c64a.png,./drive/My Drive/tgs/train/images/ed60e1c64a.png,0.0,0
edc9fb3512,./drive/My Drive/tgs/train/masks/edc9fb3512.png,./drive/My Drive/tgs/train/images/edc9fb3512.png,0.0,0
edd5fc6648,./drive/My Drive/tgs/train/masks/edd5fc6648.png,./drive/My Drive/tgs/train/images/edd5fc6648.png,0.12283109499068719,1
edfe5ae3ef,./drive/My Drive/tgs/train/masks/edfe5ae3ef.png,./drive/My Drive/tgs/train/images/edfe5ae3ef.png,0.0,0
ee3b4b8c91,./drive/My Drive/tgs/train/masks/ee3b4b8c91.png,./drive/My Drive/tgs/train/images/ee3b4b8c91.png,0.503970199000098,5
ee48914076,./drive/My Drive/tgs/train/masks/ee48914076.png,./drive/My Drive/tgs/train/images/ee48914076.png,0.013430055876874816,0
edea91429d,./drive/My Drive/tgs/train/masks/edea91429d.png,./drive/My Drive/tgs/train/images/edea91429d.png,0.2751691010685227,2
edf47afe46,./drive/My Drive/tgs/train/masks/edf47afe46.png,./drive/My Drive/tgs/train/images/edf47afe46.png,0.0,0
ede36de5cc,./drive/My Drive/tgs/train/masks/ede36de5cc.png,./drive/My Drive/tgs/train/images/ede36de5cc.png,0.0,0
edf1e6ac00,./drive/My Drive/tgs/train/masks/edf1e6ac00.png,./drive/My Drive/tgs/train/images/edf1e6ac00.png,0.0,0
ede9c03a6f,./drive/My Drive/tgs/train/masks/ede9c03a6f.png,./drive/My Drive/tgs/train/images/ede9c03a6f.png,0.0,0
ee0be71990,./drive/My Drive/tgs/train/masks/ee0be71990.png,./drive/My Drive/tgs/train/images/ee0be71990.png,0.0012743848642289971,0
ee5c6d6639,./drive/My Drive/tgs/train/masks/ee5c6d6639.png,./drive/My Drive/tgs/train/images/ee5c6d6639.png,0.0,0
ee5e9e4570,./drive/My Drive/tgs/train/masks/ee5e9e4570.png,./drive/My Drive/tgs/train/images/ee5e9e4570.png,0.5658268797176748,5
ee7ff3b2fe,./drive/My Drive/tgs/train/masks/ee7ff3b2fe.png,./drive/My Drive/tgs/train/images/ee7ff3b2fe.png,0.13410449955886677,1
eead2fc101,./drive/My Drive/tgs/train/masks/eead2fc101.png,./drive/My Drive/tgs/train/images/eead2fc101.png,0.0,0
eed279a71a,./drive/My Drive/tgs/train/masks/eed279a71a.png,./drive/My Drive/tgs/train/images/eed279a71a.png,0.0,0
eed6c66da4,./drive/My Drive/tgs/train/masks/eed6c66da4.png,./drive/My Drive/tgs/train/images/eed6c66da4.png,0.0,0
ee94d2281f,./drive/My Drive/tgs/train/masks/ee94d2281f.png,./drive/My Drive/tgs/train/images/ee94d2281f.png,0.5765121066562102,5
eec46ec66b,./drive/My Drive/tgs/train/masks/eec46ec66b.png,./drive/My Drive/tgs/train/images/eec46ec66b.png,0.31183217331634155,3
eeb18519bc,./drive/My Drive/tgs/train/masks/eeb18519bc.png,./drive/My Drive/tgs/train/images/eeb18519bc.png,0.0,0
eec3f628d6,./drive/My Drive/tgs/train/masks/eec3f628d6.png,./drive/My Drive/tgs/train/images/eec3f628d6.png,0.0,0
eec5e72dad,./drive/My Drive/tgs/train/masks/eec5e72dad.png,./drive/My Drive/tgs/train/images/eec5e72dad.png,0.23115380845015196,2
eeca9d6a63,./drive/My Drive/tgs/train/masks/eeca9d6a63.png,./drive/My Drive/tgs/train/images/eeca9d6a63.png,0.0,0
eeecc7ab39,./drive/My Drive/tgs/train/masks/eeecc7ab39.png,./drive/My Drive/tgs/train/images/eeecc7ab39.png,0.8811881188118812,8
eeef52be31,./drive/My Drive/tgs/train/masks/eeef52be31.png,./drive/My Drive/tgs/train/images/eeef52be31.png,0.004117243407509068,0
ef03d3e2fa,./drive/My Drive/tgs/train/masks/ef03d3e2fa.png,./drive/My Drive/tgs/train/images/ef03d3e2fa.png,0.1573375159298108,1
ef060b82b1,./drive/My Drive/tgs/train/masks/ef060b82b1.png,./drive/My Drive/tgs/train/images/ef060b82b1.png,0.3569257915890599,3
